ts,household_id,pv_gen_kw,load_kw,net_kw,soc_kwh,soc_capacity_kwh,battery_power_kw,price_signal,forecast_irradiance_1h,forecast_irradiance_3h,forecast_temp_1h,actual_irradiance_wm2,voltage_v,current_a,offer_id,offered_kwh,offer_price,trade_id,commit_hash,event_flag,reward,safety_violation,voltage_v_synth_flag,current_a_synth_flag
2025-01-01T00:15:00Z,family_home_01,7e-06,0.262194,-0.262187,2.909016,6.0,-0.262188,3.0,28.2,325.325,15.15,0.7875,230.0,1.139943,,,,,,normal,-0.035547,False,True,True
2025-01-01T00:15:00Z,ev_owner_01,1.7e-05,0.304448,-0.304431,4.892396,10.0,-0.304432,3.0,28.2,325.325,15.15,0.7875,230.0,1.323613,,,,,,normal,-0.064969,False,True,True
2025-01-01T00:20:00Z,small_apartment_01,0.0,0.161735,-0.161735,1.933983,4.0,-0.161735,3.0,36.55,340.966667,15.283333,1.05,230.0,0.703196,,,,,,normal,-0.012265,False,True,True
2025-01-01T00:20:00Z,family_home_01,0.0,0.263031,-0.263031,2.885943,6.0,-0.263031,3.0,36.55,340.966667,15.283333,1.05,230.0,1.143613,,,,,,normal,-0.03612,False,True,True
2025-01-01T00:20:00Z,ev_owner_01,0.0,0.292474,-0.292474,4.866189,10.0,-0.292474,3.0,36.55,340.966667,15.283333,1.05,230.0,1.271626,,,,,,normal,-0.064656,False,True,True
2025-01-01T00:25:00Z,small_apartment_01,2.7e-05,0.151317,-0.15129,1.920712,4.0,-0.151289,3.0,44.9,356.608333,15.416667,1.3125,230.0,0.657783,,,,,,normal,-0.011473,False,True,True
2025-01-01T00:25:00Z,family_home_01,6e-06,0.253263,-0.253257,2.863728,6.0,-0.253257,3.0,44.9,356.608333,15.416667,1.3125,230.0,1.101117,,,,,,normal,-0.034334,False,True,True
2025-01-01T00:25:00Z,ev_owner_01,9e-06,0.297509,-0.2975,4.839531,10.0,-0.2975,3.0,44.9,356.608333,15.416667,1.3125,230.0,1.293478,,,,,,normal,-0.063015,False,True,True
2025-01-01T00:30:00Z,small_apartment_01,0.0,0.39947,-0.39947,1.885671,4.0,-0.39947,5.0,53.25,372.25,15.55,1.575,230.0,1.736826,,,,,,normal,-0.023635,False,True,True
2025-01-01T00:30:00Z,family_home_01,1e-05,0.690934,-0.690924,2.80312,6.0,-0.690924,5.0,53.25,372.25,15.55,1.575,230.0,3.004017,,,,,,normal,-0.080827,False,True,True
2025-01-01T00:30:00Z,ev_owner_01,2.3e-05,0.830077,-0.830054,4.765153,10.0,-0.830054,5.0,53.25,372.25,15.55,1.575,230.0,3.60893,,,,,,normal,-0.158151,False,True,True
2025-01-01T00:35:00Z,small_apartment_01,0.0,0.401538,-0.401538,1.850448,4.0,-0.401538,5.0,61.6,387.891667,15.683333,1.8375,230.0,1.745817,,,,,,normal,-0.023758,False,True,True
2025-01-01T00:35:00Z,family_home_01,0.0,0.7024,-0.7024,2.741506,6.0,-0.7024,5.0,61.6,387.891667,15.683333,1.8375,230.0,3.053913,,,,,,normal,-0.081712,False,True,True
2025-01-01T00:35:00Z,ev_owner_01,0.0,0.76458,-0.76458,4.696643,10.0,-0.76458,5.0,61.6,387.891667,15.683333,1.8375,230.0,3.324261,,,,,,normal,-0.155631,False,True,True
2025-01-01T00:40:00Z,small_apartment_01,5e-06,0.426143,-0.426138,1.813068,4.0,-0.426138,5.0,69.95,403.533333,15.816667,2.1,230.0,1.852774,,,,,,normal,-0.025213,False,True,True
2025-01-01T00:40:00Z,family_home_01,0.0,0.741675,-0.741675,2.676447,6.0,-0.741675,5.0,69.95,403.533333,15.816667,2.1,230.0,3.224674,,,,,,normal,-0.086496,False,True,True
2025-01-01T00:40:00Z,ev_owner_01,0.0,0.80929,-0.80929,4.624126,10.0,-0.80929,5.0,69.95,403.533333,15.816667,2.1,230.0,3.518652,,,,,,normal,-0.164664,False,True,True
2025-01-01T00:45:00Z,small_apartment_01,3e-06,0.375663,-0.37566,1.780115,4.0,-0.375659,5.0,78.3,419.175,15.95,2.3625,230.0,1.633304,,,,,,normal,-0.022227,False,True,True
2025-01-01T00:45:00Z,family_home_01,2.3e-05,0.671276,-0.671253,2.617565,6.0,-0.671253,5.0,78.3,419.175,15.95,2.3625,230.0,2.918491,,,,,,normal,-0.077282,False,True,True
2025-01-01T00:45:00Z,ev_owner_01,0.0,0.769129,-0.769129,4.555207,10.0,-0.769129,5.0,78.3,419.175,15.95,2.3625,230.0,3.344039,,,,,,normal,-0.150198,False,True,True
2025-01-01T00:50:00Z,small_apartment_01,0.0,0.429071,-0.429071,1.742477,4.0,-0.42907,5.0,86.65,434.816667,16.083333,2.625,230.0,1.865526,,,,,,normal,-0.025387,False,True,True
2025-01-01T00:50:00Z,family_home_01,1e-06,0.695195,-0.695194,2.556583,6.0,-0.695195,5.0,86.65,434.816667,16.083333,2.625,230.0,3.022583,,,,,,normal,-0.084039,False,True,True
2025-01-01T00:50:00Z,ev_owner_01,9e-06,0.797087,-0.797078,4.483785,10.0,-0.797077,5.0,86.65,434.816667,16.083333,2.625,230.0,3.465557,,,,,,normal,-0.159587,False,True,True
2025-01-01T00:55:00Z,small_apartment_01,0.0,0.389741,-0.389741,1.70829,4.0,-0.389741,5.0,95.0,450.458333,16.216667,2.8875,230.0,1.694526,,,,,,normal,-0.02306,False,True,True
2025-01-01T00:55:00Z,family_home_01,1e-06,0.659996,-0.659995,2.498689,6.0,-0.659995,5.0,95.0,450.458333,16.216667,2.8875,230.0,2.869543,,,,,,normal,-0.078024,False,True,True
2025-01-01T00:55:00Z,ev_owner_01,1.8e-05,0.775844,-0.775826,4.414266,10.0,-0.775826,5.0,95.0,450.458333,16.216667,2.8875,230.0,3.373157,,,,,,normal,-0.150877,False,True,True
2025-01-01T01:00:00Z,small_apartment_01,1.1e-05,0.422711,-0.4227,1.671211,4.0,-0.4227,5.0,103.35,466.1,16.35,3.15,230.0,1.837826,,,,,,normal,-0.02501,False,True,True
2025-01-01T01:00:00Z,family_home_01,3e-06,0.670042,-0.670039,2.439913,6.0,-0.670039,5.0,103.35,466.1,16.35,3.15,230.0,2.913213,,,,,,normal,-0.081914,False,True,True
2025-01-01T01:00:00Z,ev_owner_01,0.0,0.843558,-0.843558,4.338679,10.0,-0.843558,5.0,103.35,466.1,16.35,3.15,230.0,3.667643,,,,,,normal,-0.159184,False,True,True
2025-01-01T01:05:00Z,small_apartment_01,4.8e-05,0.436868,-0.43682,1.632893,4.0,-0.43682,5.0,117.9375,478.191667,16.5625,11.5,230.0,1.899217,,,,,,normal,-0.025845,False,True,True
2025-01-01T01:05:00Z,family_home_01,0.0,0.729835,-0.729835,2.375893,6.0,-0.729835,5.0,117.9375,478.191667,16.5625,11.5,230.0,3.173196,,,,,,normal,-0.086864,False,True,True
2025-01-01T01:05:00Z,ev_owner_01,0.0,0.866452,-0.866452,4.261039,10.0,-0.866452,5.0,117.9375,478.191667,16.5625,11.5,230.0,3.767183,,,,,,normal,-0.167931,False,True,True
2025-01-01T01:10:00Z,small_apartment_01,0.0,0.418357,-0.418357,1.596195,4.0,-0.418357,5.0,132.525,490.283333,16.775,19.85,230.0,1.818943,,,,,,normal,-0.024753,False,True,True
2025-01-01T01:10:00Z,family_home_01,0.0,0.655203,-0.655203,2.318419,6.0,-0.655203,5.0,132.525,490.283333,16.775,19.85,230.0,2.848709,,,,,,normal,-0.080602,False,True,True
2025-01-01T01:10:00Z,ev_owner_01,9e-06,0.830985,-0.830976,4.186579,10.0,-0.830976,5.0,132.525,490.283333,16.775,19.85,230.0,3.612939,,,,,,normal,-0.156522,False,True,True
2025-01-01T01:15:00Z,small_apartment_01,0.0,0.373996,-0.373996,1.563388,4.0,-0.373996,5.0,147.1125,502.375,16.9875,28.2,230.0,1.62607,,,,,,normal,-0.022128,False,True,True
2025-01-01T01:15:00Z,family_home_01,2.3e-05,0.700358,-0.700335,2.256986,6.0,-0.700335,5.0,147.1125,502.375,16.9875,28.2,230.0,3.044935,,,,,,normal,-0.078836,False,True,True
2025-01-01T01:15:00Z,ev_owner_01,1.3e-05,0.805044,-0.805031,4.114444,10.0,-0.805031,5.0,147.1125,502.375,16.9875,28.2,230.0,3.500135,,,,,,normal,-0.155064,False,True,True
2025-01-01T01:20:00Z,small_apartment_01,0.0,0.411766,-0.411766,1.527268,4.0,-0.411766,5.0,161.7,514.466667,17.2,36.55,230.0,1.790287,,,,,,normal,-0.024363,False,True,True
2025-01-01T01:20:00Z,family_home_01,0.0,0.707266,-0.707266,2.194945,6.0,-0.707266,5.0,161.7,514.466667,17.2,36.55,230.0,3.07507,,,,,,normal,-0.083023,False,True,True
2025-01-01T01:20:00Z,ev_owner_01,7e-06,0.772284,-0.772277,4.045243,10.0,-0.772276,5.0,161.7,514.466667,17.2,36.55,230.0,3.357726,,,,,,normal,-0.157596,False,True,True
2025-01-01T01:25:00Z,small_apartment_01,1.1e-05,0.385797,-0.385786,1.493428,4.0,-0.385786,5.0,176.2875,526.558333,17.4125,44.9,230.0,1.67733,,,,,,normal,-0.022826,False,True,True
2025-01-01T01:25:00Z,family_home_01,1.1e-05,0.692923,-0.692912,2.134163,6.0,-0.692912,5.0,176.2875,526.558333,17.4125,44.9,230.0,3.012661,,,,,,normal,-0.079576,False,True,True
2025-01-01T01:25:00Z,ev_owner_01,0.0,0.837237,-0.837237,3.970222,10.0,-0.837237,5.0,176.2875,526.558333,17.4125,44.9,230.0,3.640161,,,,,,normal,-0.157406,False,True,True
2025-01-01T01:30:00Z,small_apartment_01,6e-06,0.546421,-0.546415,1.445496,4.0,-0.546415,5.0,190.875,538.65,17.625,53.25,230.0,2.375717,,,,,,normal,-0.03233,False,True,True
2025-01-01T01:30:00Z,family_home_01,2.4e-05,0.84615,-0.846126,2.059942,6.0,-0.846126,5.0,190.875,538.65,17.625,53.25,230.0,3.678809,,,,,,normal,-0.104704,False,True,True
2025-01-01T01:30:00Z,ev_owner_01,2e-06,1.062756,-1.062754,3.874993,10.0,-1.062755,5.0,190.875,538.65,17.625,53.25,230.0,4.62067,,,,,,normal,-0.202134,False,True,True
2025-01-01T01:35:00Z,small_apartment_01,1.2e-05,0.587342,-0.58733,1.393976,4.0,-0.587329,5.0,205.4625,550.741667,17.8375,61.6,230.0,2.553609,,,,,,normal,-0.03475,False,True,True
2025-01-01T01:35:00Z,family_home_01,0.0,0.910442,-0.910442,1.980078,6.0,-0.910442,5.0,205.4625,550.741667,17.8375,61.6,230.0,3.958443,,,,,,normal,-0.112601,False,True,True
2025-01-01T01:35:00Z,ev_owner_01,0.0,1.174806,-1.174806,3.769724,10.0,-1.174806,5.0,205.4625,550.741667,17.8375,61.6,230.0,5.107852,,,,,,normal,-0.219287,False,True,True
2025-01-01T01:40:00Z,small_apartment_01,0.020577,0.52243,-0.501853,1.349954,4.0,-0.501853,5.0,220.05,562.833333,18.05,69.95,230.0,2.18197,,,,,,normal,-0.029693,False,True,True
2025-01-01T01:40:00Z,family_home_01,0.067361,0.934689,-0.867328,1.903997,6.0,-0.867328,5.0,220.05,562.833333,18.05,69.95,230.0,3.770991,,,,,,normal,-0.101502,False,True,True
2025-01-01T01:40:00Z,ev_owner_01,0.104018,1.100693,-0.996675,3.680416,10.0,-0.996675,5.0,220.05,562.833333,18.05,69.95,230.0,4.33337,,,,,,normal,-0.195888,False,True,True
2025-01-01T01:45:00Z,small_apartment_01,0.023592,0.601149,-0.577557,1.299291,4.0,-0.577558,5.0,234.6375,574.925,18.2625,78.3,230.0,2.511117,,,,,,normal,-0.034172,False,True,True
2025-01-01T01:45:00Z,family_home_01,0.079187,0.863627,-0.78444,1.835186,6.0,-0.78444,5.0,234.6375,574.925,18.2625,78.3,230.0,3.410609,,,,,,normal,-0.104168,False,True,True
2025-01-01T01:45:00Z,ev_owner_01,0.115348,1.119936,-1.004588,3.590399,10.0,-1.004588,5.0,234.6375,574.925,18.2625,78.3,230.0,4.367774,,,,,,normal,-0.195638,False,True,True
2025-01-01T01:50:00Z,small_apartment_01,0.026485,0.600365,-0.57388,1.248951,4.0,-0.57388,5.0,249.225,587.016667,18.475,86.65,230.0,2.49513,,,,,,normal,-0.033955,False,True,True
2025-01-01T01:50:00Z,family_home_01,0.087146,0.850619,-0.763473,1.768215,6.0,-0.763473,5.0,249.225,587.016667,18.475,86.65,230.0,3.319448,,,,,,normal,-0.10256,False,True,True
2025-01-01T01:50:00Z,ev_owner_01,0.13297,1.067034,-0.934064,3.506702,10.0,-0.934064,5.0,249.225,587.016667,18.475,86.65,230.0,4.061148,,,,,,normal,-0.189001,False,True,True
2025-01-01T01:55:00Z,small_apartment_01,0.031731,0.558593,-0.526862,1.202735,4.0,-0.526862,5.0,263.8125,599.108333,18.6875,95.0,230.0,2.290704,,,,,,normal,-0.031173,False,True,True
2025-01-01T01:55:00Z,family_home_01,0.098219,0.92315,-0.824931,1.695853,6.0,-0.824931,5.0,263.8125,599.108333,18.6875,95.0,230.0,3.586657,,,,,,normal,-0.101495,False,True,True
2025-01-01T01:55:00Z,ev_owner_01,0.156521,1.212607,-1.056086,3.41207,10.0,-1.056085,5.0,263.8125,599.108333,18.6875,95.0,230.0,4.591678,,,,,,normal,-0.197664,False,True,True
2025-01-01T02:00:00Z,small_apartment_01,0.034401,0.576718,-0.542317,1.155163,4.0,-0.542317,5.0,278.4,611.2,18.9,103.35,230.0,2.3579,,,,,,normal,-0.032087,False,True,True
2025-01-01T02:00:00Z,family_home_01,0.10894,0.884596,-0.775656,1.627813,6.0,-0.775656,5.0,278.4,611.2,18.9,103.35,230.0,3.372417,,,,,,normal,-0.100125,False,True,True
2025-01-01T02:00:00Z,ev_owner_01,0.174214,1.139465,-0.965251,3.325578,10.0,-0.965251,5.0,278.4,611.2,18.9,103.35,230.0,4.196743,,,,,,normal,-0.188908,False,True,True
2025-01-01T02:05:00Z,small_apartment_01,0.040666,0.571901,-0.531235,1.108564,4.0,-0.531235,5.0,294.041667,617.908333,19.200833,117.9375,230.0,2.309717,,,,,,normal,-0.031431,False,True,True
2025-01-01T02:05:00Z,family_home_01,0.125811,0.930135,-0.804324,1.557258,6.0,-0.804324,5.0,294.041667,617.908333,19.200833,117.9375,230.0,3.497061,,,,,,normal,-0.100713,False,True,True
2025-01-01T02:05:00Z,ev_owner_01,0.201872,1.126822,-0.92495,3.242698,10.0,-0.92495,5.0,294.041667,617.908333,19.200833,117.9375,230.0,4.021522,,,,,,normal,-0.188282,False,True,True
2025-01-01T02:10:00Z,small_apartment_01,0.046587,0.528196,-0.481609,1.066317,4.0,-0.481609,5.0,309.683333,624.616667,19.501667,132.525,230.0,2.093952,,,,,,normal,-0.028495,False,True,True
2025-01-01T02:10:00Z,family_home_01,0.149578,0.797274,-0.647696,1.500443,6.0,-0.647696,5.0,309.683333,624.616667,19.501667,132.525,230.0,2.81607,,,,,,normal,-0.086483,False,True,True
2025-01-01T02:10:00Z,ev_owner_01,0.238769,1.087847,-0.849078,3.166615,10.0,-0.849078,5.0,309.683333,624.616667,19.501667,132.525,230.0,3.691643,,,,,,normal,-0.163168,False,True,True
2025-01-01T02:15:00Z,small_apartment_01,0.056349,0.541455,-0.485106,1.023764,4.0,-0.485106,5.0,325.325,631.325,19.8025,147.1125,230.0,2.109157,,,,,,normal,-0.028702,False,True,True
2025-01-01T02:15:00Z,family_home_01,0.172522,0.914006,-0.741484,1.4354,6.0,-0.741485,5.0,325.325,631.325,19.8025,147.1125,230.0,3.223843,,,,,,normal,-0.092382,False,True,True
2025-01-01T02:15:00Z,ev_owner_01,0.269369,1.05025,-0.780881,3.096644,10.0,-0.780881,5.0,325.325,631.325,19.8025,147.1125,230.0,3.395135,,,,,,normal,-0.168861,False,True,True
2025-01-01T02:20:00Z,small_apartment_01,0.062851,0.574245,-0.511394,0.978905,4.0,-0.511394,5.0,340.966667,638.033333,20.103333,161.7,230.0,2.223452,,,,,,normal,-0.030257,False,True,True
2025-01-01T02:20:00Z,family_home_01,0.19092,0.971192,-0.780272,1.366955,6.0,-0.780272,5.0,340.966667,638.033333,20.103333,161.7,230.0,3.392487,,,,,,normal,-0.097305,False,True,True
2025-01-01T02:20:00Z,ev_owner_01,0.301236,1.130963,-0.829727,3.022296,10.0,-0.829727,5.0,340.966667,638.033333,20.103333,161.7,230.0,3.607509,,,,,,normal,-0.178259,False,True,True
2025-01-01T02:25:00Z,small_apartment_01,0.066968,0.535008,-0.46804,0.937849,4.0,-0.46804,5.0,356.608333,644.741667,20.404167,176.2875,230.0,2.034957,,,,,,normal,-0.027692,False,True,True
2025-01-01T02:25:00Z,family_home_01,0.214549,0.85916,-0.644611,1.31041,6.0,-0.644611,5.0,356.608333,644.741667,20.404167,176.2875,230.0,2.802657,,,,,,normal,-0.084943,False,True,True
2025-01-01T02:25:00Z,ev_owner_01,0.351252,1.111413,-0.760161,2.954181,10.0,-0.76016,5.0,356.608333,644.741667,20.404167,176.2875,230.0,3.305048,,,,,,normal,-0.156241,False,True,True
2025-01-01T02:30:00Z,small_apartment_01,0.074526,0.40939,-0.334864,0.908475,4.0,-0.334865,5.0,372.25,651.45,20.705,190.875,230.0,1.45593,,,,,,normal,-0.019813,False,True,True
2025-01-01T02:30:00Z,family_home_01,0.233974,0.76004,-0.526066,1.264264,6.0,-0.526066,5.0,372.25,651.45,20.705,190.875,230.0,2.287243,,,,,,normal,-0.064612,False,True,True
2025-01-01T02:30:00Z,ev_owner_01,0.394598,0.87404,-0.479442,2.91122,10.0,-0.479442,5.0,372.25,651.45,20.705,190.875,230.0,2.08453,,,,,,normal,-0.11446,False,True,True
2025-01-01T02:35:00Z,small_apartment_01,0.080591,0.426766,-0.346175,0.878109,4.0,-0.346175,5.0,387.891667,658.158333,21.005833,205.4625,230.0,1.505109,,,,,,normal,-0.020482,False,True,True
2025-01-01T02:35:00Z,family_home_01,0.26461,0.744162,-0.479552,1.222198,6.0,-0.479552,5.0,387.891667,658.158333,21.005833,205.4625,230.0,2.085009,,,,,,normal,-0.062991,False,True,True
2025-01-01T02:35:00Z,ev_owner_01,0.42486,0.885642,-0.460782,2.869931,10.0,-0.460783,5.0,387.891667,658.158333,21.005833,205.4625,230.0,2.0034,,,,,,normal,-0.109836,False,True,True
2025-01-01T02:40:00Z,small_apartment_01,0.093898,0.440818,-0.34692,0.847677,4.0,-0.34692,5.0,403.533333,664.866667,21.306667,220.05,230.0,1.508348,,,,,,normal,-0.020526,False,True,True
2025-01-01T02:40:00Z,family_home_01,0.280577,0.750602,-0.470025,1.180968,6.0,-0.470025,5.0,403.533333,664.866667,21.306667,220.05,230.0,2.043587,,,,,,normal,-0.062502,False,True,True
2025-01-01T02:40:00Z,ev_owner_01,0.455974,0.951469,-0.495495,2.825532,10.0,-0.495495,5.0,403.533333,664.866667,21.306667,220.05,230.0,2.154326,,,,,,normal,-0.111011,False,True,True
2025-01-01T02:45:00Z,small_apartment_01,0.09914,0.459086,-0.359946,0.816103,4.0,-0.359946,5.0,419.175,671.575,21.6075,234.6375,230.0,1.564983,,,,,,normal,-0.021297,False,True,True
2025-01-01T02:45:00Z,family_home_01,0.319188,0.762512,-0.443324,1.14208,6.0,-0.443324,5.0,419.175,671.575,21.6075,234.6375,230.0,1.927496,,,,,,normal,-0.062225,False,True,True
2025-01-01T02:45:00Z,ev_owner_01,0.526868,0.879991,-0.353123,2.79389,10.0,-0.353124,5.0,419.175,671.575,21.6075,234.6375,230.0,1.535317,,,,,,normal,-0.10122,False,True,True
2025-01-01T02:50:00Z,small_apartment_01,0.109704,0.492228,-0.382524,0.782548,4.0,-0.382524,5.0,434.816667,678.283333,21.908333,249.225,230.0,1.663148,,,,,,normal,-0.022633,False,True,True
2025-01-01T02:50:00Z,family_home_01,0.337293,0.662823,-0.32553,1.113525,6.0,-0.32553,5.0,434.816667,678.283333,21.908333,249.225,230.0,1.415348,,,,,,normal,-0.057513,False,True,True
2025-01-01T02:50:00Z,ev_owner_01,0.560114,0.932659,-0.372545,2.760508,10.0,-0.372546,5.0,434.816667,678.283333,21.908333,249.225,230.0,1.619761,,,,,,normal,-0.092848,False,True,True
2025-01-01T02:55:00Z,small_apartment_01,0.114596,0.492454,-0.377858,0.749402,4.0,-0.377858,5.0,450.458333,684.991667,22.209167,263.8125,230.0,1.642861,,,,,,normal,-0.022357,False,True,True
2025-01-01T02:55:00Z,family_home_01,0.371888,0.791032,-0.419144,1.076758,6.0,-0.419144,5.0,450.458333,684.991667,22.209167,263.8125,230.0,1.822365,,,,,,normal,-0.062585,False,True,True
2025-01-01T02:55:00Z,ev_owner_01,0.615898,0.795567,-0.179669,2.744409,10.0,-0.179669,5.0,450.458333,684.991667,22.209167,263.8125,230.0,0.78117,,,,,,normal,-0.090331,False,True,True
2025-01-01T03:00:00Z,small_apartment_01,0.126304,0.416179,-0.289875,0.723975,4.0,-0.289876,5.0,466.1,691.7,22.51,278.4,230.0,1.260326,,,,,,normal,-0.017151,False,True,True
2025-01-01T03:00:00Z,family_home_01,0.408978,0.680816,-0.271838,1.052912,6.0,-0.271838,5.0,466.1,691.7,22.51,278.4,230.0,1.181904,,,,,,normal,-0.045071,False,True,True
2025-01-01T03:00:00Z,ev_owner_01,0.650158,0.850206,-0.200048,2.726483,10.0,-0.200049,5.0,466.1,691.7,22.51,278.4,230.0,0.869774,,,,,,normal,-0.068008,False,True,True
2025-01-01T03:05:00Z,small_apartment_01,0.13477,0.465171,-0.330401,0.694992,4.0,-0.330402,5.0,478.191667,691.641667,22.700833,294.041667,230.0,1.436526,,,,,,normal,-0.019549,False,True,True
2025-01-01T03:05:00Z,family_home_01,0.42535,0.753991,-0.328641,1.024084,6.0,-0.328642,5.0,478.191667,691.641667,22.700833,294.041667,230.0,1.428874,,,,,,normal,-0.052485,False,True,True
2025-01-01T03:05:00Z,ev_owner_01,0.689064,0.909167,-0.220103,2.706761,10.0,-0.220102,5.0,478.191667,691.641667,22.700833,294.041667,230.0,0.95697,,,,,,normal,-0.078927,False,True,True
2025-01-01T03:10:00Z,small_apartment_01,0.143859,0.489426,-0.345567,0.664679,4.0,-0.345567,5.0,490.283333,691.583333,22.891667,309.683333,230.0,1.502465,,,,,,normal,-0.020446,False,True,True
2025-01-01T03:10:00Z,family_home_01,0.45696,0.722688,-0.265728,1.000775,6.0,-0.265728,5.0,490.283333,691.583333,22.891667,309.683333,230.0,1.155339,,,,,,normal,-0.050279,False,True,True
2025-01-01T03:10:00Z,ev_owner_01,0.7406,0.932085,-0.191485,2.689603,10.0,-0.191485,5.0,490.283333,691.583333,22.891667,309.683333,230.0,0.832543,,,,,,normal,-0.072459,False,True,True
2025-01-01T03:15:00Z,small_apartment_01,0.162787,0.42734,-0.264553,0.641473,4.0,-0.264553,5.0,502.375,691.525,23.0825,325.325,230.0,1.15023,,,,,,normal,-0.015653,False,True,True
2025-01-01T03:15:00Z,family_home_01,0.499511,0.703083,-0.203572,0.982917,6.0,-0.203573,5.0,502.375,691.525,23.0825,325.325,230.0,0.885096,,,,,,normal,-0.0385,False,True,True
2025-01-01T03:15:00Z,ev_owner_01,0.835477,0.82111,0.014367,2.689603,10.0,0.0,5.0,502.375,691.525,23.0825,325.325,230.0,0.062465,,,,,,normal,-0.045376,False,True,True
2025-01-01T03:20:00Z,small_apartment_01,0.16903,0.447824,-0.278794,0.617017,4.0,-0.278794,5.0,514.466667,691.466667,23.273333,340.966667,230.0,1.212148,,,,,,normal,-0.016495,False,True,True
2025-01-01T03:20:00Z,family_home_01,0.526271,0.800477,-0.274206,0.958864,6.0,-0.274206,5.0,514.466667,691.466667,23.273333,340.966667,230.0,1.1922,,,,,,normal,-0.044103,False,True,True
2025-01-01T03:20:00Z,ev_owner_01,0.873321,0.891721,-0.0184,2.689603,10.0,0.0,5.0,514.466667,691.466667,23.273333,340.966667,230.0,0.08,,,,,,normal,-0.056373,False,True,True
2025-01-01T03:25:00Z,small_apartment_01,0.173441,0.462417,-0.288976,0.591669,4.0,-0.288975,5.0,526.558333,691.408333,23.464167,356.608333,230.0,1.256417,,,,,,normal,-0.017098,False,True,True
2025-01-01T03:25:00Z,family_home_01,0.56702,0.786851,-0.219831,0.939581,6.0,-0.219831,5.0,526.558333,691.408333,23.464167,356.608333,230.0,0.955787,,,,,,normal,-0.041904,False,True,True
2025-01-01T03:25:00Z,ev_owner_01,0.935115,0.793363,0.141752,2.700588,10.0,0.141752,5.0,526.558333,691.408333,23.464167,356.608333,230.0,0.616313,,,,,,normal,-0.036824,False,True,True
2025-01-01T03:30:00Z,small_apartment_01,0.188155,0.2789,-0.090745,0.583708,4.0,-0.090745,5.0,538.65,691.35,23.655,372.25,230.0,0.394543,,,,,,normal,-0.005369,False,True,True
2025-01-01T03:30:00Z,family_home_01,0.6241,0.492386,0.131714,0.950008,6.0,0.131714,5.0,538.65,691.35,23.655,372.25,230.0,0.57267,,,,,,normal,-0.004207,False,True,True
2025-01-01T03:30:00Z,ev_owner_01,0.975599,0.60366,0.371939,2.729414,10.0,0.371938,5.0,538.65,691.35,23.655,372.25,230.0,1.617126,,,,,,normal,-0.041601,False,True,True
2025-01-01T03:35:00Z,small_apartment_01,0.202638,0.294977,-0.092339,0.575609,4.0,-0.092339,5.0,550.741667,691.291667,23.845833,387.891667,230.0,0.401474,,,,,,normal,-0.005463,False,True,True
