trade_id,offer_id,buyer_id,seller_id,open_ts,accept_ts,settle_ts,amount_paid,settled_bool,settlement_tx_stub,synthetic_trade
synthetic_b294e4c2e1f7,offer_ev_owner_01_1735709100,grid,ev_owner_01,2025-01-01T05:25:00Z,2025-01-01T05:25:00Z,2025-01-01 05:40:00+00:00,0.7902,True,b305beb39add4b60a76c65a8d08877d5,True
synthetic_f84d936dab96,offer_ev_owner_01_1735709400,grid,ev_owner_01,2025-01-01T05:30:00Z,2025-01-01T05:30:00Z,2025-01-01 05:45:00+00:00,0.9084,True,f0ca5d009e6d4f518d52f81585c3f622,True
synthetic_1393c223d257,offer_ev_owner_01_1735709700,grid,ev_owner_01,2025-01-01T05:35:00Z,2025-01-01T05:35:00Z,2025-01-01 05:50:00+00:00,0.8359,True,53abe8792f8545cbbb9990a60d984059,True
synthetic_d2ca8b59b860,offer_ev_owner_01_1735710000,grid,ev_owner_01,2025-01-01T05:40:00Z,2025-01-01T05:40:00Z,2025-01-01 05:55:00+00:00,0.8897,True,66b8e7df5ee141d08215201cd728a6b2,True
synthetic_c669d1860bd7,offer_ev_owner_01_1735710300,grid,ev_owner_01,2025-01-01T05:45:00Z,2025-01-01T05:45:00Z,2025-01-01 06:00:00+00:00,0.9066,True,8db4c03e477144d4978fb0431e56e37a,True
synthetic_d8538e489a9d,offer_ev_owner_01_1735710600,grid,ev_owner_01,2025-01-01T05:50:00Z,2025-01-01T05:50:00Z,2025-01-01 06:05:00+00:00,0.9358,True,7956698dea4747d8af89353c5cbf2eba,True
synthetic_e7ed8bbba9fb,offer_ev_owner_01_1735710900,grid,ev_owner_01,2025-01-01T05:55:00Z,2025-01-01T05:55:00Z,2025-01-01 06:10:00+00:00,0.8142,True,e63b4e8e38dc4c5dbf21ad6735d113ac,True
synthetic_a7a48eebf7b6,offer_ev_owner_01_1735711200,grid,ev_owner_01,2025-01-01T06:00:00Z,2025-01-01T06:00:00Z,2025-01-01 06:15:00+00:00,0.9567,True,484a54fe85b24873b21ba842c90d8716,True
synthetic_41de17520706,offer_ev_owner_01_1735711500,grid,ev_owner_01,2025-01-01T06:05:00Z,2025-01-01T06:05:00Z,2025-01-01 06:20:00+00:00,0.908,True,ccb9c7d9fb3d4a54b65d0ef8672ef0ed,True
synthetic_142c74f71df7,offer_ev_owner_01_1735711800,grid,ev_owner_01,2025-01-01T06:10:00Z,2025-01-01T06:10:00Z,2025-01-01 06:25:00+00:00,0.8448,True,c1e7500d422d4053894143bfbfc15f45,True
synthetic_c1c9f24bd80b,offer_ev_owner_01_1735712100,grid,ev_owner_01,2025-01-01T06:15:00Z,2025-01-01T06:15:00Z,2025-01-01 06:30:00+00:00,0.8326,True,f4ca38dfe2954e25a97bae27d692c2d9,True
synthetic_dc50f6b2ddfe,offer_ev_owner_01_1735712400,grid,ev_owner_01,2025-01-01T06:20:00Z,2025-01-01T06:20:00Z,2025-01-01 06:35:00+00:00,0.9333,True,a9d2eeb8657e43f5a734e745d1fee460,True
synthetic_ac4534d82a00,offer_ev_owner_01_1735712700,grid,ev_owner_01,2025-01-01T06:25:00Z,2025-01-01T06:25:00Z,2025-01-01 06:40:00+00:00,0.9509,True,b6a7975490e340dc891d96cfa7418ae0,True
synthetic_a24af9e76e14,offer_ev_owner_01_1735713000,grid,ev_owner_01,2025-01-01T06:30:00Z,2025-01-01T06:30:00Z,2025-01-01 06:45:00+00:00,0.8058,True,06154530f7bb47c1b6f6aec4103468d9,True
synthetic_40d8181ac5e8,offer_ev_owner_01_1735713300,grid,ev_owner_01,2025-01-01T06:35:00Z,2025-01-01T06:35:00Z,2025-01-01 06:50:00+00:00,0.98,True,31e63d18dc5843d8a272c97faf684ec4,True
synthetic_4b3af6187a95,offer_ev_owner_01_1735713600,grid,ev_owner_01,2025-01-01T06:40:00Z,2025-01-01T06:40:00Z,2025-01-01 06:55:00+00:00,0.9722,True,a3e0f1972d6b4da1a97896717ca63165,True
synthetic_ef26f1d208cb,offer_ev_owner_01_1735713900,grid,ev_owner_01,2025-01-01T06:45:00Z,2025-01-01T06:45:00Z,2025-01-01 07:00:00+00:00,0.9734,True,112f9a0a8dec4d0084c0c8a31e04e46d,True
synthetic_5c24d12973d9,offer_ev_owner_01_1735714200,grid,ev_owner_01,2025-01-01T06:50:00Z,2025-01-01T06:50:00Z,2025-01-01 07:05:00+00:00,0.8683,True,50ed08c0e670486b91bdf47a2c0ce8b9,True
synthetic_c64efa9a331d,offer_ev_owner_01_1735714500,grid,ev_owner_01,2025-01-01T06:55:00Z,2025-01-01T06:55:00Z,2025-01-01 07:10:00+00:00,0.916,True,9bd235295d79429e895a3e1b60191adc,True
synthetic_633480996ce3,offer_ev_owner_01_1735714800,grid,ev_owner_01,2025-01-01T07:00:00Z,2025-01-01T07:00:00Z,2025-01-01 07:15:00+00:00,1.0201,True,6de938178e7847679391e1bbe8aeb8ae,True
synthetic_397aaff076f4,offer_ev_owner_01_1735715100,grid,ev_owner_01,2025-01-01T07:05:00Z,2025-01-01T07:05:00Z,2025-01-01 07:20:00+00:00,0.9682,True,3830a59212204182a599733027c6ad64,True
synthetic_43e1e0af5f78,offer_ev_owner_01_1735715400,grid,ev_owner_01,2025-01-01T07:10:00Z,2025-01-01T07:10:00Z,2025-01-01 07:25:00+00:00,0.8751,True,8f95bc1020fa422b9a0e78822e363aa8,True
synthetic_36152145b7a8,offer_ev_owner_01_1735715700,grid,ev_owner_01,2025-01-01T07:15:00Z,2025-01-01T07:15:00Z,2025-01-01 07:30:00+00:00,1.0001,True,0c73d9ef95f34832b1d06892cb8569f9,True
synthetic_c67a4440e0be,offer_ev_owner_01_1735716000,grid,ev_owner_01,2025-01-01T07:20:00Z,2025-01-01T07:20:00Z,2025-01-01 07:35:00+00:00,0.9391,True,2c131ad9903a4d4aa80583dca1b5f15e,True
synthetic_0937808bc9d0,offer_ev_owner_01_1735716300,grid,ev_owner_01,2025-01-01T07:25:00Z,2025-01-01T07:25:00Z,2025-01-01 07:40:00+00:00,0.894,True,839e1db597564ac1b42532c23b6cae0f,True
synthetic_3857b4a99edc,offer_ev_owner_01_1735716600,grid,ev_owner_01,2025-01-01T07:30:00Z,2025-01-01T07:30:00Z,2025-01-01 07:45:00+00:00,0.9129,True,f9a1f571b3b04a8baf361de81c8a3495,True
synthetic_e03ab1125a9c,offer_ev_owner_01_1735716900,grid,ev_owner_01,2025-01-01T07:35:00Z,2025-01-01T07:35:00Z,2025-01-01 07:50:00+00:00,0.9282,True,9ed43ab8e6894bada90adc6bb04d962b,True
synthetic_0ce001db2fcf,offer_ev_owner_01_1735717200,grid,ev_owner_01,2025-01-01T07:40:00Z,2025-01-01T07:40:00Z,2025-01-01 07:55:00+00:00,0.8254,True,97b337c0ca3842d69e1462c23a4389a1,True
synthetic_8dd8a197fc2c,offer_ev_owner_01_1735717500,grid,ev_owner_01,2025-01-01T07:45:00Z,2025-01-01T07:45:00Z,2025-01-01 08:00:00+00:00,0.8389,True,1128e185e84a43d3afdf60f5792cf5d6,True
synthetic_69b2b59b032b,offer_ev_owner_01_1735717800,grid,ev_owner_01,2025-01-01T07:50:00Z,2025-01-01T07:50:00Z,2025-01-01 08:05:00+00:00,0.906,True,c791ba6cca3740a58062295aa5ea7a56,True
synthetic_bbb209f92e79,offer_ev_owner_01_1735718100,grid,ev_owner_01,2025-01-01T07:55:00Z,2025-01-01T07:55:00Z,2025-01-01 08:10:00+00:00,0.8589,True,27e381c4993244c997b612e6df7ce7cf,True
synthetic_78adaf541911,offer_ev_owner_01_1735718400,grid,ev_owner_01,2025-01-01T08:00:00Z,2025-01-01T08:00:00Z,2025-01-01 08:15:00+00:00,0.7699,True,ac97a189b13a419ba6cd670d5840b13b,True
synthetic_0d81731498cf,offer_ev_owner_01_1735718700,grid,ev_owner_01,2025-01-01T08:05:00Z,2025-01-01T08:05:00Z,2025-01-01 08:20:00+00:00,0.8671,True,8832600d10944b1b8d1f30071528243b,True
synthetic_e464cfae3a6e,offer_ev_owner_01_1735719000,grid,ev_owner_01,2025-01-01T08:10:00Z,2025-01-01T08:10:00Z,2025-01-01 08:25:00+00:00,0.754,True,6b1bbc4183e4462ba34e210890c935df,True
synthetic_941113b2ba0a,offer_ev_owner_01_1735719300,grid,ev_owner_01,2025-01-01T08:15:00Z,2025-01-01T08:15:00Z,2025-01-01 08:30:00+00:00,0.8082,True,15840fa80e7e46239162812d31435439,True
synthetic_4a85c40b14b2,offer_ev_owner_01_1735719600,grid,ev_owner_01,2025-01-01T08:20:00Z,2025-01-01T08:20:00Z,2025-01-01 08:35:00+00:00,0.7789,True,a458dcccb3a346e2ad235677ade38729,True
synthetic_18ea73447fb5,offer_ev_owner_01_1735719900,grid,ev_owner_01,2025-01-01T08:25:00Z,2025-01-01T08:25:00Z,2025-01-01 08:40:00+00:00,0.7347,True,a1df312ca92f49aeb910ace4aa77130f,True
synthetic_29e9bba2911a,offer_ev_owner_01_1735720200,grid,ev_owner_01,2025-01-01T08:30:00Z,2025-01-01T08:30:00Z,2025-01-01 08:45:00+00:00,0.6774,True,4cfe395b92d8440287f3132ed7616baa,True
synthetic_c57e643b6986,offer_ev_owner_01_1735720500,grid,ev_owner_01,2025-01-01T08:35:00Z,2025-01-01T08:35:00Z,2025-01-01 08:50:00+00:00,0.7076,True,0dda5d42ec4c4a90b62075baf307b0d2,True
synthetic_f2beaf47f8fd,offer_ev_owner_01_1735720800,grid,ev_owner_01,2025-01-01T08:40:00Z,2025-01-01T08:40:00Z,2025-01-01 08:55:00+00:00,0.5679,True,5306bad59a56413d822e6b50bd9deaf8,True
synthetic_9a14abbd55ad,offer_ev_owner_01_1735721100,grid,ev_owner_01,2025-01-01T08:45:00Z,2025-01-01T08:45:00Z,2025-01-01 09:00:00+00:00,0.6038,True,8b11e839fddd482fbb1b225ba317a9ff,True
synthetic_736945bede1e,offer_ev_owner_01_1735721400,grid,ev_owner_01,2025-01-01T08:50:00Z,2025-01-01T08:50:00Z,2025-01-01 09:05:00+00:00,0.5594,True,d78ff7dbb9574cb98aa1c603e450afa4,True
synthetic_02813f1d5b84,offer_ev_owner_01_1735721700,grid,ev_owner_01,2025-01-01T08:55:00Z,2025-01-01T08:55:00Z,2025-01-01 09:10:00+00:00,0.5601,True,b301a985d7234f9595dd738e721b38ab,True
synthetic_23e9f03177dc,offer_ev_owner_01_1735722000,grid,ev_owner_01,2025-01-01T09:00:00Z,2025-01-01T09:00:00Z,2025-01-01 09:15:00+00:00,0.5429,True,636671f90877497f8aba9f58479e4b7a,True
synthetic_e65cc68b6089,offer_ev_owner_01_1735792200,grid,ev_owner_01,2025-01-02T04:30:00Z,2025-01-02T04:30:00Z,2025-01-02 04:45:00+00:00,0.5675,True,231d4e0d507947c69d787519b877de3e,True
synthetic_e1fc6f38e604,offer_ev_owner_01_1735792500,grid,ev_owner_01,2025-01-02T04:35:00Z,2025-01-02T04:35:00Z,2025-01-02 04:50:00+00:00,0.5342,True,b6e005f2c6964b38917e1439d898a9e2,True
synthetic_0b0ca8aeaea2,offer_ev_owner_01_1735792800,grid,ev_owner_01,2025-01-02T04:40:00Z,2025-01-02T04:40:00Z,2025-01-02 04:55:00+00:00,0.6285,True,c7005f8782d447699def29201b11c201,True
synthetic_2ca9039491db,offer_ev_owner_01_1735793100,grid,ev_owner_01,2025-01-02T04:45:00Z,2025-01-02T04:45:00Z,2025-01-02 05:00:00+00:00,0.7596,True,651033220f5842918cac0ab72ef2011b,True
synthetic_13e085d41a01,offer_ev_owner_01_1735793400,grid,ev_owner_01,2025-01-02T04:50:00Z,2025-01-02T04:50:00Z,2025-01-02 05:05:00+00:00,0.6419,True,0255fe126fa8455eb5531c9d81d7b1ab,True
synthetic_03a5dfe598b7,offer_ev_owner_01_1735793700,grid,ev_owner_01,2025-01-02T04:55:00Z,2025-01-02T04:55:00Z,2025-01-02 05:10:00+00:00,0.7338,True,43d2247a0cce40f98dc3e31412858d4a,True
synthetic_2421d02d159a,offer_ev_owner_01_1735794000,grid,ev_owner_01,2025-01-02T05:00:00Z,2025-01-02T05:00:00Z,2025-01-02 05:15:00+00:00,0.697,True,04b2e49efef646e78b5f0eb06b5997be,True
synthetic_16cab4ab75de,offer_ev_owner_01_1735794300,grid,ev_owner_01,2025-01-02T05:05:00Z,2025-01-02T05:05:00Z,2025-01-02 05:20:00+00:00,0.8264,True,364b7812768a42e3be9a90770f5af7cc,True
synthetic_0b1db9f433f0,offer_ev_owner_01_1735794600,grid,ev_owner_01,2025-01-02T05:10:00Z,2025-01-02T05:10:00Z,2025-01-02 05:25:00+00:00,0.7332,True,8beb2ef9eb304bce95368b797f16b22d,True
synthetic_18ec1b9e62de,offer_ev_owner_01_1735794900,grid,ev_owner_01,2025-01-02T05:15:00Z,2025-01-02T05:15:00Z,2025-01-02 05:30:00+00:00,0.7823,True,7e4837e5e7f24f7aba2f5c6de2d30aa6,True
synthetic_d9abb371e3fc,offer_ev_owner_01_1735795200,grid,ev_owner_01,2025-01-02T05:20:00Z,2025-01-02T05:20:00Z,2025-01-02 05:35:00+00:00,0.8028,True,208cf9773f994e1f9c572e2c726abc7e,True
synthetic_526c53c2b8d6,offer_ev_owner_01_1735795500,grid,ev_owner_01,2025-01-02T05:25:00Z,2025-01-02T05:25:00Z,2025-01-02 05:40:00+00:00,0.9352,True,35545e42928747588a1cfc012fc953b0,True
synthetic_5c5b055769f8,offer_ev_owner_01_1735795800,grid,ev_owner_01,2025-01-02T05:30:00Z,2025-01-02T05:30:00Z,2025-01-02 05:45:00+00:00,0.8375,True,510380ca1f784c86b410842ff2ba773f,True
synthetic_5989332da431,offer_ev_owner_01_1735796100,grid,ev_owner_01,2025-01-02T05:35:00Z,2025-01-02T05:35:00Z,2025-01-02 05:50:00+00:00,0.9071,True,ce903f3d19cc4173b67f9af20c999c44,True
synthetic_f796f13a3db5,offer_ev_owner_01_1735796400,grid,ev_owner_01,2025-01-02T05:40:00Z,2025-01-02T05:40:00Z,2025-01-02 05:55:00+00:00,0.9297,True,1f746552bb8a49cb9beb1855d49f30f2,True
synthetic_3c24adb157c3,offer_ev_owner_01_1735796700,grid,ev_owner_01,2025-01-02T05:45:00Z,2025-01-02T05:45:00Z,2025-01-02 06:00:00+00:00,0.9755,True,14bf54f12e7744cb9d3993c0d64b4b70,True
synthetic_389214db18c7,offer_ev_owner_01_1735797000,grid,ev_owner_01,2025-01-02T05:50:00Z,2025-01-02T05:50:00Z,2025-01-02 06:05:00+00:00,0.9973,True,41bfdd1c8dd14749b13c9a690823ddef,True
synthetic_25d89d73c74c,offer_ev_owner_01_1735797300,grid,ev_owner_01,2025-01-02T05:55:00Z,2025-01-02T05:55:00Z,2025-01-02 06:10:00+00:00,0.9195,True,3f18b6dc7ba34637b0692de01a0d439a,True
synthetic_12f6415ecec0,offer_ev_owner_01_1735797600,grid,ev_owner_01,2025-01-02T06:00:00Z,2025-01-02T06:00:00Z,2025-01-02 06:15:00+00:00,1.0305,True,fa7c88985096469dbf525d886da2fce1,True
synthetic_10b8d5bbc750,offer_ev_owner_01_1735797900,grid,ev_owner_01,2025-01-02T06:05:00Z,2025-01-02T06:05:00Z,2025-01-02 06:20:00+00:00,1.0081,True,3bec7fabdebb41038906139d24721716,True
synthetic_8216ec750916,offer_family_home_01_1735798200,grid,family_home_01,2025-01-02T06:10:00Z,2025-01-02T06:10:00Z,2025-01-02 06:25:00+00:00,0.5902,True,cbb9f3bcc205428eb77e484fa5a98e15,True
synthetic_0661eddc65e2,offer_ev_owner_01_1735798200,grid,ev_owner_01,2025-01-02T06:10:00Z,2025-01-02T06:10:00Z,2025-01-02 06:25:00+00:00,1.0497,True,029c759d91e74ae085315d609396a742,True
synthetic_4d0ec7cac041,offer_family_home_01_1735798500,grid,family_home_01,2025-01-02T06:15:00Z,2025-01-02T06:15:00Z,2025-01-02 06:30:00+00:00,0.5049,True,4c495609e71a4d87be51a7bca5ce3157,True
synthetic_9a0790d33872,offer_ev_owner_01_1735798500,grid,ev_owner_01,2025-01-02T06:15:00Z,2025-01-02T06:15:00Z,2025-01-02 06:30:00+00:00,1.1058,True,46cdc804d89740dd97861c6841ffbfc1,True
synthetic_4c2cd25785cc,offer_ev_owner_01_1735798800,grid,ev_owner_01,2025-01-02T06:20:00Z,2025-01-02T06:20:00Z,2025-01-02 06:35:00+00:00,0.9073,True,7538b8c3171344c0a4951fdb8cf0241b,True
synthetic_9b1118a7337d,offer_family_home_01_1735799100,grid,family_home_01,2025-01-02T06:25:00Z,2025-01-02T06:25:00Z,2025-01-02 06:40:00+00:00,0.5659,True,d253cc627e224068a14f9db9c190d579,True
synthetic_20331d8b5f91,offer_ev_owner_01_1735799100,grid,ev_owner_01,2025-01-02T06:25:00Z,2025-01-02T06:25:00Z,2025-01-02 06:40:00+00:00,1.1431,True,79170ea7c5444c669c415b019a2fb414,True
synthetic_bf4d895cc984,offer_ev_owner_01_1735799400,grid,ev_owner_01,2025-01-02T06:30:00Z,2025-01-02T06:30:00Z,2025-01-02 06:45:00+00:00,1.0754,True,182e49ca6708473488acfb76787fc02c,True
synthetic_9394a28350ab,offer_ev_owner_01_1735799700,grid,ev_owner_01,2025-01-02T06:35:00Z,2025-01-02T06:35:00Z,2025-01-02 06:50:00+00:00,1.0135,True,f2fba93a3ccc408cbfcb1cd4423abb91,True
synthetic_8cb678b09823,offer_ev_owner_01_1735800000,grid,ev_owner_01,2025-01-02T06:40:00Z,2025-01-02T06:40:00Z,2025-01-02 06:55:00+00:00,1.1268,True,5dcecd30ff324e078e14b1a678375af6,True
synthetic_25ceb7b9c255,offer_ev_owner_01_1735800300,grid,ev_owner_01,2025-01-02T06:45:00Z,2025-01-02T06:45:00Z,2025-01-02 07:00:00+00:00,0.9865,True,d366f6ae4d684b9c8c06a319ecea24b6,True
synthetic_dac07839d9da,offer_ev_owner_01_1735800600,grid,ev_owner_01,2025-01-02T06:50:00Z,2025-01-02T06:50:00Z,2025-01-02 07:05:00+00:00,0.9797,True,1850a9600d924cfea82f95d23f49b77b,True
synthetic_0f7720c4e1f4,offer_family_home_01_1735800900,grid,family_home_01,2025-01-02T06:55:00Z,2025-01-02T06:55:00Z,2025-01-02 07:10:00+00:00,0.6138,True,2b35e27fd2fc453a8499c34e77a2b8ab,True
synthetic_d8fd5f64faa2,offer_ev_owner_01_1735800900,grid,ev_owner_01,2025-01-02T06:55:00Z,2025-01-02T06:55:00Z,2025-01-02 07:10:00+00:00,1.1102,True,4407c4c2d9844543b8991af378a02833,True
synthetic_3dd51dc83673,offer_ev_owner_01_1735801200,grid,ev_owner_01,2025-01-02T07:00:00Z,2025-01-02T07:00:00Z,2025-01-02 07:15:00+00:00,1.1603,True,b58404635b7d4204929b15fcf3e889fa,True
synthetic_01e8916fa8d2,offer_family_home_01_1735801500,grid,family_home_01,2025-01-02T07:05:00Z,2025-01-02T07:05:00Z,2025-01-02 07:20:00+00:00,0.5252,True,16958e56e5004bc1ac2190b710c064b9,True
synthetic_1e7bdf8ec8d9,offer_ev_owner_01_1735801500,grid,ev_owner_01,2025-01-02T07:05:00Z,2025-01-02T07:05:00Z,2025-01-02 07:20:00+00:00,1.1333,True,ebaa667d71d14dca910b663b4e8cf914,True
synthetic_8785a50d3f98,offer_ev_owner_01_1735801800,grid,ev_owner_01,2025-01-02T07:10:00Z,2025-01-02T07:10:00Z,2025-01-02 07:25:00+00:00,0.9997,True,5c5b0da0664d4feab7f9c588bd1c661b,True
synthetic_8ad44e73b732,offer_ev_owner_01_1735802100,grid,ev_owner_01,2025-01-02T07:15:00Z,2025-01-02T07:15:00Z,2025-01-02 07:30:00+00:00,1.1055,True,ecff237e5a9e416cb97fcbd8ba54a72d,True
synthetic_75ec54cad53c,offer_ev_owner_01_1735802400,grid,ev_owner_01,2025-01-02T07:20:00Z,2025-01-02T07:20:00Z,2025-01-02 07:35:00+00:00,1.1138,True,8fd110c0e3ab46ab88f267f949bb9f13,True
synthetic_a72c420521f4,offer_ev_owner_01_1735802700,grid,ev_owner_01,2025-01-02T07:25:00Z,2025-01-02T07:25:00Z,2025-01-02 07:40:00+00:00,1.1042,True,b5167920d30648f798b769686026c9c9,True
synthetic_68be1e1a5e41,offer_ev_owner_01_1735803000,grid,ev_owner_01,2025-01-02T07:30:00Z,2025-01-02T07:30:00Z,2025-01-02 07:45:00+00:00,1.1235,True,8c0323d353c04785af8a459d0e9b274d,True
synthetic_4043e496eda2,offer_ev_owner_01_1735803300,grid,ev_owner_01,2025-01-02T07:35:00Z,2025-01-02T07:35:00Z,2025-01-02 07:50:00+00:00,1.0416,True,015345f66bec4b399ac1a16226df6673,True
synthetic_3244018985fa,offer_ev_owner_01_1735803600,grid,ev_owner_01,2025-01-02T07:40:00Z,2025-01-02T07:40:00Z,2025-01-02 07:55:00+00:00,0.9608,True,2a1a31f20355495693da4fee8b3cea05,True
synthetic_80c6dfa6959e,offer_ev_owner_01_1735803900,grid,ev_owner_01,2025-01-02T07:45:00Z,2025-01-02T07:45:00Z,2025-01-02 08:00:00+00:00,0.9161,True,8d23376cc459498f82f2e33d6f720dbc,True
synthetic_013f86c43406,offer_ev_owner_01_1735804200,grid,ev_owner_01,2025-01-02T07:50:00Z,2025-01-02T07:50:00Z,2025-01-02 08:05:00+00:00,0.8688,True,d05c7bc01af5457cadd2ecf1f3546d2f,True
synthetic_2bccf06f8a2b,offer_ev_owner_01_1735804500,grid,ev_owner_01,2025-01-02T07:55:00Z,2025-01-02T07:55:00Z,2025-01-02 08:10:00+00:00,0.9824,True,70df228da38145619193d17e2c7475d3,True
synthetic_f3530078f444,offer_ev_owner_01_1735804800,grid,ev_owner_01,2025-01-02T08:00:00Z,2025-01-02T08:00:00Z,2025-01-02 08:15:00+00:00,0.8601,True,01392363279240fcb142dc50bf77a58f,True
synthetic_aa5e3b99346c,offer_ev_owner_01_1735805100,grid,ev_owner_01,2025-01-02T08:05:00Z,2025-01-02T08:05:00Z,2025-01-02 08:20:00+00:00,0.9525,True,c3da81c835924ccea720e802ef6ae689,True
synthetic_fe614d4500d9,offer_ev_owner_01_1735805400,grid,ev_owner_01,2025-01-02T08:10:00Z,2025-01-02T08:10:00Z,2025-01-02 08:25:00+00:00,0.88,True,1658470f95d540ceaaa059734ac50635,True
synthetic_b7db03b77919,offer_ev_owner_01_1735805700,grid,ev_owner_01,2025-01-02T08:15:00Z,2025-01-02T08:15:00Z,2025-01-02 08:30:00+00:00,0.9875,True,1109b6daf64e48e1ab7c150e82907e72,True
synthetic_113066193871,offer_ev_owner_01_1735806000,grid,ev_owner_01,2025-01-02T08:20:00Z,2025-01-02T08:20:00Z,2025-01-02 08:35:00+00:00,0.7703,True,b608663135d545d9a2b7d0a0b1294888,True
synthetic_9b73ee840eee,offer_ev_owner_01_1735806300,grid,ev_owner_01,2025-01-02T08:25:00Z,2025-01-02T08:25:00Z,2025-01-02 08:40:00+00:00,0.85,True,a72d48350e83465e82a88e2783dd8201,True
