offer_id,ts,seller_id,offered_kwh,offer_price,commit_hash,expiry_ts,matched_trade_id,synthetic_offer
offer_ev_owner_01_1735710000,2025-01-01T05:40:00Z,ev_owner_01,0.153557,5.7617,6a640b1745d69ba89f5f576b7eb6796745890dc70a6d7e2439d52928c0e77ee2,2025-01-01T05:55:00Z,synthetic_d2ca8b59b860,False
offer_ev_owner_01_1735710300,2025-01-01T05:45:00Z,ev_owner_01,0.154918,5.8382,01fbda6a4bde435ae6a907b0fd07f299c0bfd3d4ff9f19cd2b0bfc23fd97e6bd,2025-01-01T06:00:00Z,synthetic_c669d1860bd7,False
offer_ev_owner_01_1735710600,2025-01-01T05:50:00Z,ev_owner_01,0.159813,5.8811,726c03e21fc6a5e4cf60d9ff846578b38255658d6319ba7a74577553f23c9166,2025-01-01T06:05:00Z,synthetic_d8538e489a9d,False
offer_ev_owner_01_1735710900,2025-01-01T05:55:00Z,ev_owner_01,0.161289,5.0385,c20c2c369016919b720d1bfa6a90903a75e06514a7e7e9e02ecd65a9a4a5ed3e,2025-01-01T06:10:00Z,synthetic_e7ed8bbba9fb,False
offer_ev_owner_01_1735711200,2025-01-01T06:00:00Z,ev_owner_01,0.162509,5.9153,266564621e1d7cf6154b75da05c131ae027a657de6e1a0718d2534316034ba06,2025-01-01T06:15:00Z,synthetic_a7a48eebf7b6,False
offer_ev_owner_01_1735711500,2025-01-01T06:05:00Z,ev_owner_01,0.161161,5.6096,c91ee6b27c47c5007e389e9045965ba0802842bbf20b90c0f9bcb633a8e1137e,2025-01-01T06:20:00Z,synthetic_41de17520706,False
offer_ev_owner_01_1735711800,2025-01-01T06:10:00Z,ev_owner_01,0.166671,5.0701,7bcb4c3780f921a6ee66782fd8fead00ceea7e11460022743e77732fa9e46690,2025-01-01T06:25:00Z,synthetic_142c74f71df7,False
offer_ev_owner_01_1735712100,2025-01-01T06:15:00Z,ev_owner_01,0.169383,4.92,15dab600c4a27838acd7afcc9536edd173f9b25a7fcda2f1132715fbe5556eb0,2025-01-01T06:30:00Z,synthetic_c1c9f24bd80b,False
offer_ev_owner_01_1735712400,2025-01-01T06:20:00Z,ev_owner_01,0.175637,5.3318,77a278fb0e63104997993090ccef2b7920009d63e3716ff4e5a8b8d9588fd0d2,2025-01-01T06:35:00Z,synthetic_dc50f6b2ddfe,False
offer_ev_owner_01_1735712700,2025-01-01T06:25:00Z,ev_owner_01,0.169039,5.5909,5711ff21a2aabef06a19810dd2571135149d69e87e6630073c1e0a1068d08f39,2025-01-01T06:40:00Z,synthetic_ac4534d82a00,False
offer_ev_owner_01_1735713000,2025-01-01T06:30:00Z,ev_owner_01,0.160099,5.0371,39a8ffb4a0bda08384fc0ecc3bea3994e5b8d7df5bd61e06366a6e13468b39ae,2025-01-01T06:45:00Z,synthetic_a24af9e76e14,False
offer_ev_owner_01_1735713300,2025-01-01T06:35:00Z,ev_owner_01,0.165672,5.9281,fc68425260f1548294492e698e21407e91a8be8f6e68bf1a0273b9b044544bc4,2025-01-01T06:50:00Z,synthetic_40d8181ac5e8,False
offer_ev_owner_01_1735713600,2025-01-01T06:40:00Z,ev_owner_01,0.169395,5.7495,b5b482d31e4e6ac69126809bd9c17b0740f8bc3f93fda157f08e4d575edd50d7,2025-01-01T06:55:00Z,synthetic_4b3af6187a95,False
offer_ev_owner_01_1735713900,2025-01-01T06:45:00Z,ev_owner_01,0.164305,5.9085,703705d3d490436226ca4ebb19ec2af4aa084b648bf2b1fdefc0ac06baab2a69,2025-01-01T07:00:00Z,synthetic_ef26f1d208cb,False
offer_ev_owner_01_1735714200,2025-01-01T06:50:00Z,ev_owner_01,0.178948,4.8435,03c6c4aa7bae1cbea1aa73cf0aaaca98bb4d17e711533bc72bc4aec96ff55e0e,2025-01-01T07:05:00Z,synthetic_5c24d12973d9,False
offer_ev_owner_01_1735714500,2025-01-01T06:55:00Z,ev_owner_01,0.156404,5.8449,9076b071defb594c2e90a9af078f126913c65ef4a58b8b1f1e03860eff03d079,2025-01-01T07:10:00Z,synthetic_c64efa9a331d,False
offer_ev_owner_01_1735714800,2025-01-01T07:00:00Z,ev_owner_01,0.17262,5.897,8093d887ad79047b7a1038613d3f8b054067f10df90c28776059d8e8d940e06e,2025-01-01T07:15:00Z,synthetic_633480996ce3,False
offer_ev_owner_01_1735715100,2025-01-01T07:05:00Z,ev_owner_01,0.167196,5.7293,fed2c8e67fe3fd385768a09879e543a6f2839a758b0e166eef198b6908094775,2025-01-01T07:20:00Z,synthetic_397aaff076f4,False
offer_ev_owner_01_1735715400,2025-01-01T07:10:00Z,ev_owner_01,0.172065,5.0965,0595813529be328c17046017aed0106f8343723b5948b15bcb0d282d93afc9fa,2025-01-01T07:25:00Z,synthetic_43e1e0af5f78,False
offer_ev_owner_01_1735715700,2025-01-01T07:15:00Z,ev_owner_01,0.171699,5.8397,6f27c220c770a3e4969b033354deafc6c5c16f36b4a61f0cbc8fe6b542f17708,2025-01-01T07:30:00Z,synthetic_36152145b7a8,False
offer_ev_owner_01_1735716000,2025-01-01T07:20:00Z,ev_owner_01,0.158989,5.9307,75b3fd63394de0532630be7309a8f6cad39aa01e16707c2d8f04942bf79c5053,2025-01-01T07:35:00Z,synthetic_c67a4440e0be,False
offer_ev_owner_01_1735716300,2025-01-01T07:25:00Z,ev_owner_01,0.164949,5.4034,b05416af7cb7d98ae2cdce4494821c4e82f11b2676910782261f5e8a6ef70ae1,2025-01-01T07:40:00Z,synthetic_0937808bc9d0,False
offer_ev_owner_01_1735716600,2025-01-01T07:30:00Z,ev_owner_01,0.171185,5.3027,f7cff5c29b980311111258b70a326c7310f7ae32bde6b3aa77b0a88a3f20db51,2025-01-01T07:45:00Z,synthetic_3857b4a99edc,False
offer_ev_owner_01_1735716900,2025-01-01T07:35:00Z,ev_owner_01,0.156917,5.9188,7bbb119fbb3b803d4b2cfc475c074fd94cf96f6bb47c4fc504e2b6950bbd13b8,2025-01-01T07:50:00Z,synthetic_e03ab1125a9c,False
offer_ev_owner_01_1735717200,2025-01-01T07:40:00Z,ev_owner_01,0.15536,5.335,d9f8105e56fa8eeda7bba1430f7b9e353c709b12be3b2a7c73cc7cf30eb74878,2025-01-01T07:55:00Z,synthetic_0ce001db2fcf,False
offer_ev_owner_01_1735717500,2025-01-01T07:45:00Z,ev_owner_01,0.156861,5.3705,b3242a6920f38c57993330b642642e341da61f19cda46668a44d209d21a65b82,2025-01-01T08:00:00Z,synthetic_8dd8a197fc2c,False
offer_ev_owner_01_1735717800,2025-01-01T07:50:00Z,ev_owner_01,0.159812,5.6505,1aef121aa117f9d78901fa34d681c113082494a1bd7de0293681f7806521a8d0,2025-01-01T08:05:00Z,synthetic_69b2b59b032b,False
offer_ev_owner_01_1735718100,2025-01-01T07:55:00Z,ev_owner_01,0.15043,5.6884,c350b1ddfaac394d21feefb87a001c632c13c29d827e00f0ef4c0c4afaeff446,2025-01-01T08:10:00Z,synthetic_bbb209f92e79,False
offer_ev_owner_01_1735718400,2025-01-01T08:00:00Z,ev_owner_01,0.153012,5.0178,a52e294533fd23e9532b18620d55e350d676fe5097751e8064979d79991ccc93,2025-01-01T08:15:00Z,synthetic_78adaf541911,False
offer_ev_owner_01_1735718700,2025-01-01T08:05:00Z,ev_owner_01,0.148994,5.839,d64a64c08f0bd98226d6683f23e04c821b4548e98c8d3b992dde494c164fb470,2025-01-01T08:20:00Z,synthetic_0d81731498cf,False
offer_ev_owner_01_1735719000,2025-01-01T08:10:00Z,ev_owner_01,0.137583,5.4742,936c0f45959d70789df9ca9058d5d7f0de0ef8f22d1671d67c328b49129bc7f0,2025-01-01T08:25:00Z,synthetic_e464cfae3a6e,False
offer_ev_owner_01_1735719300,2025-01-01T08:15:00Z,ev_owner_01,0.147089,5.4916,9a971ab829d9d9fbbb83b97c1f604dec0300153eba88d20725708187ed7a7a05,2025-01-01T08:30:00Z,synthetic_941113b2ba0a,False
offer_ev_owner_01_1735719600,2025-01-01T08:20:00Z,ev_owner_01,0.13271,5.8629,adeef8bda1aeade25ae1e12393db1a09671b34458857cc9493685c85a0a84965,2025-01-01T08:35:00Z,synthetic_4a85c40b14b2,False
offer_ev_owner_01_1735719900,2025-01-01T08:25:00Z,ev_owner_01,0.129342,5.656,948a62752c8a13416f7fff2665287f82a43a447e92d97149564b7329d395a0e1,2025-01-01T08:40:00Z,synthetic_18ea73447fb5,False
offer_ev_owner_01_1735720200,2025-01-01T08:30:00Z,ev_owner_01,0.129033,5.2436,4a063c0ff1a444e18205e835f5478964b68f291b0e3a480059d61dc499ee4405,2025-01-01T08:45:00Z,synthetic_29e9bba2911a,False
offer_ev_owner_01_1735720500,2025-01-01T08:35:00Z,ev_owner_01,0.133923,5.2655,2f5dc4553678057db081cbb29a13023b7963ece1c08028308e8b6438d1c1e09a,2025-01-01T08:50:00Z,synthetic_c57e643b6986,False
offer_ev_owner_01_1735720800,2025-01-01T08:40:00Z,ev_owner_01,0.124884,4.5462,61f58afd62a353448ac17af7d019f3af262b8aec2d38a1fb1f0da78e8e0388c8,2025-01-01T08:55:00Z,synthetic_f2beaf47f8fd,False
offer_ev_owner_01_1735721100,2025-01-01T08:45:00Z,ev_owner_01,0.118966,5.0684,74df1e7dafc358567697827eac6a0993e77c4683796f010631b64dd2bdc3d241,2025-01-01T09:00:00Z,synthetic_9a14abbd55ad,False
offer_ev_owner_01_1735721400,2025-01-01T08:50:00Z,ev_owner_01,0.11502,4.8478,ff40c1d675d745e3f0f0a6b34d9e65158053ac3bfcb1b651b6c5dcebf649de4f,2025-01-01T09:05:00Z,synthetic_736945bede1e,False
offer_ev_owner_01_1735721700,2025-01-01T08:55:00Z,ev_owner_01,0.110281,5.1158,73073be75cc9e86e17f414e639834a892c31aaac0b01491b1bd2541c22e057f3,2025-01-01T09:10:00Z,synthetic_02813f1d5b84,False
offer_ev_owner_01_1735722000,2025-01-01T09:00:00Z,ev_owner_01,0.106339,5.114,677d01b11842e54783cb1b8e7f8f28b78162b0761dcaf9388cfeaf57da9606fb,2025-01-01T09:15:00Z,synthetic_23e9f03177dc,False
offer_ev_owner_01_1735792200,2025-01-02T04:30:00Z,ev_owner_01,0.100573,5.6556,4a96566d39197b48a3bb53c0f70f2840776c49af09be8fa503783979d0a7bc77,2025-01-02T04:45:00Z,synthetic_e65cc68b6089,False
offer_ev_owner_01_1735792500,2025-01-02T04:35:00Z,ev_owner_01,0.110294,4.859,9649b36bc840bbf4479de2c7055c2de13be82fd57293e858b54195a154ee8c0e,2025-01-02T04:50:00Z,synthetic_e1fc6f38e604,False
offer_ev_owner_01_1735792800,2025-01-02T04:40:00Z,ev_owner_01,0.118932,5.2917,309bb0e1b8b3d20fef9de66fdd0ffe58dcf818eb6784d3d2700b62f93f863858,2025-01-02T04:55:00Z,synthetic_0b0ca8aeaea2,False
offer_ev_owner_01_1735793100,2025-01-02T04:45:00Z,ev_owner_01,0.125666,5.9995,81662c037781bbdbcb9189ff808a7eb734f2e4040290018d6f4a0027d595b784,2025-01-02T05:00:00Z,synthetic_2ca9039491db,False
offer_ev_owner_01_1735793400,2025-01-02T04:50:00Z,ev_owner_01,0.129413,4.9814,4e89c0babcfedbdf5b63d24d43509c0e21dafefd9c350b8dfc3704fdc6ade7df,2025-01-02T05:05:00Z,synthetic_13e085d41a01,False
offer_ev_owner_01_1735793700,2025-01-02T04:55:00Z,ev_owner_01,0.127378,5.7328,a7bad46b0abb0b333e566f97f5ecf72b9fcad9569da5c0a20ff42eba543a70dd,2025-01-02T05:10:00Z,synthetic_03a5dfe598b7,False
offer_ev_owner_01_1735794000,2025-01-02T05:00:00Z,ev_owner_01,0.136652,5.1439,b2321a5b275239b6e1f09d83e3dc5191469decfb02dc019469ae893e2b717eae,2025-01-02T05:15:00Z,synthetic_2421d02d159a,False
offer_ev_owner_01_1735794300,2025-01-02T05:05:00Z,ev_owner_01,0.138447,5.9789,5189bfff4ed73c1efac275809a7d7a86bd43dc0ba3343aba847d7112e083b76b,2025-01-02T05:20:00Z,synthetic_16cab4ab75de,False
offer_ev_owner_01_1735794600,2025-01-02T05:10:00Z,ev_owner_01,0.139442,5.2541,dbd723c304a1d6f6a9c5f57b62a8af3e484c7713f03ee900e7557668d6a9f68e,2025-01-02T05:25:00Z,synthetic_0b1db9f433f0,False
offer_ev_owner_01_1735794900,2025-01-02T05:15:00Z,ev_owner_01,0.146647,5.3187,e3f41c217a0c6ebabb68cac2986199aaf54073ff32f8d2bb13916016bca83492,2025-01-02T05:30:00Z,synthetic_18ec1b9e62de,False
offer_ev_owner_01_1735795200,2025-01-02T05:20:00Z,ev_owner_01,0.152104,5.2592,1d61363b320923e6232e99469c1eb51123c31979a1541b263fb1e1b86c0cc8ee,2025-01-02T05:35:00Z,synthetic_d9abb371e3fc,False
offer_ev_owner_01_1735795500,2025-01-02T05:25:00Z,ev_owner_01,0.165952,5.6134,c1460c436fff6de2cbf71dc4b7aeabf16693b1626da05bdbf409debe919a4670,2025-01-02T05:40:00Z,synthetic_526c53c2b8d6,False
offer_ev_owner_01_1735795800,2025-01-02T05:30:00Z,ev_owner_01,0.163535,5.1302,b90b115feafc541aaf4bd60a4de44b8199c4068861a9d856c096f78de526e348,2025-01-02T05:45:00Z,synthetic_5c5b055769f8,False
offer_ev_owner_01_1735796100,2025-01-02T05:35:00Z,ev_owner_01,0.158983,5.7187,a97f8b8a0604d9ed85135cb2b27623fefdcba8a69b782d0a1d652f6fcd07b3a4,2025-01-02T05:50:00Z,synthetic_5989332da431,False
offer_ev_owner_01_1735796400,2025-01-02T05:40:00Z,ev_owner_01,0.173431,5.3376,fe6a6aa681651610e5bda636ba55c18b8a0731af22d46048ea5728fb39c32e07,2025-01-02T05:55:00Z,synthetic_f796f13a3db5,False
offer_ev_owner_01_1735796700,2025-01-02T05:45:00Z,ev_owner_01,0.165436,5.9025,1e4445b497520295f3a333c57356301693f6db4863417dffeb4d806b980559a2,2025-01-02T06:00:00Z,synthetic_3c24adb157c3,False
offer_ev_owner_01_1735797000,2025-01-02T05:50:00Z,ev_owner_01,0.178724,5.6161,c25e63b7b5c49c794930c367446a244810ce1a90460b47ea159df71560beefaf,2025-01-02T06:05:00Z,synthetic_389214db18c7,False
offer_ev_owner_01_1735797300,2025-01-02T05:55:00Z,ev_owner_01,0.171251,5.3998,6ecfacc17126ae44644f5fd802aba21688e9e009d7593d877b7a27072d61f76e,2025-01-02T06:10:00Z,synthetic_25d89d73c74c,False
offer_ev_owner_01_1735797600,2025-01-02T06:00:00Z,ev_owner_01,0.174723,5.9251,c5d5373d516c50e81b363a3c2fe4867262ef889e69aa762abbb1ed0dfc8aee29,2025-01-02T06:15:00Z,synthetic_12f6415ecec0,False
offer_ev_owner_01_1735797900,2025-01-02T06:05:00Z,ev_owner_01,0.181215,5.5492,da7752c9b86025d7e5502508408c7b7b7434f80364d133254b35f409fcd8ade2,2025-01-02T06:20:00Z,synthetic_10b8d5bbc750,False
offer_family_home_01_1735798200,2025-01-02T06:10:00Z,family_home_01,0.100046,5.8951,78c48aecc14a1b774f43a5835b825d6769301713bffeb2138a7a6b072f1e065e,2025-01-02T06:25:00Z,synthetic_8216ec750916,False
offer_ev_owner_01_1735798200,2025-01-02T06:10:00Z,ev_owner_01,0.18685,5.5985,76a816f1ed2cd765c3689d054bde08f1aac0996b624c75dc58ee9f0e94aca815,2025-01-02T06:25:00Z,synthetic_0661eddc65e2,False
offer_family_home_01_1735798500,2025-01-02T06:15:00Z,family_home_01,0.100324,5.0431,f05e473f3f2dabd0e20adf63c2d56f20d76f6653ad0f82b159aa4cd9b85c5b3e,2025-01-02T06:30:00Z,synthetic_4d0ec7cac041,False
offer_ev_owner_01_1735798500,2025-01-02T06:15:00Z,ev_owner_01,0.186917,5.9114,672d883d5748a7fdc7612f18ef8f0c7f07c5d23ecd7773f328102859ee590bb6,2025-01-02T06:30:00Z,synthetic_9a0790d33872,False
offer_ev_owner_01_1735798800,2025-01-02T06:20:00Z,ev_owner_01,0.187172,4.8325,c8fef49128a659a901df1b48f3ee190392454c77d5eebbe045232e08dc951c8e,2025-01-02T06:35:00Z,synthetic_4c2cd25785cc,False
offer_family_home_01_1735799100,2025-01-02T06:25:00Z,family_home_01,0.103068,5.4986,7d295bcd0c5243b487b8a83866a94b125e04c4edf7466c6fcd36da2db3411c04,2025-01-02T06:40:00Z,synthetic_9b1118a7337d,False
offer_ev_owner_01_1735799100,2025-01-02T06:25:00Z,ev_owner_01,0.193956,5.8802,a94c622078e64105a0cd179c0e0e58ac333500dd27f4f7fae691b0abb00c08fd,2025-01-02T06:40:00Z,synthetic_20331d8b5f91,False
offer_ev_owner_01_1735799400,2025-01-02T06:30:00Z,ev_owner_01,0.187013,5.7697,d02b3096203039a84060bd82fc81272d2e77d71fd0f9a7b2cd956f47c70e19ef,2025-01-02T06:45:00Z,synthetic_bf4d895cc984,False
offer_ev_owner_01_1735799700,2025-01-02T06:35:00Z,ev_owner_01,0.177022,5.7356,2253103a267815f8747ce270e90246392c879c5971fae3c6a4e3eadf5eb94dd6,2025-01-02T06:50:00Z,synthetic_9394a28350ab,False
offer_ev_owner_01_1735800000,2025-01-02T06:40:00Z,ev_owner_01,0.19043,5.9286,57c4a4008ff246dd12ccd1b3454b9bedcf5fea266cc596be0747d63417d83794,2025-01-02T06:55:00Z,synthetic_8cb678b09823,False
offer_ev_owner_01_1735800300,2025-01-02T06:45:00Z,ev_owner_01,0.177824,5.5807,0f9e4dabcb670dfc6660ec48fcec74cfa6a9bec10266f460b62c0683c64791f3,2025-01-02T07:00:00Z,synthetic_25ceb7b9c255,False
offer_ev_owner_01_1735800600,2025-01-02T06:50:00Z,ev_owner_01,0.187894,5.2013,8e57d99aee0895b25d75f49e93813f6c1cd970d139f7f02210c1087c68e3a9b4,2025-01-02T07:05:00Z,synthetic_dac07839d9da,False
offer_family_home_01_1735800900,2025-01-02T06:55:00Z,family_home_01,0.107779,5.708,a1c1e9a1c8a5e0b4d4a775f0c9118627e91c987bbbde68e9b9f336a70a73e1be,2025-01-02T07:10:00Z,synthetic_0f7720c4e1f4,False
offer_ev_owner_01_1735800900,2025-01-02T06:55:00Z,ev_owner_01,0.194592,5.7051,54816c456e300f5e8178948324f8f20ec7b06d77d31583268cd9b5657aabe51f,2025-01-02T07:10:00Z,synthetic_d8fd5f64faa2,False
offer_ev_owner_01_1735801200,2025-01-02T07:00:00Z,ev_owner_01,0.197411,5.8634,5861f3e374851faa66a830bba35972c723d0958a3acbb5c88f569138f79d5f86,2025-01-02T07:15:00Z,synthetic_3dd51dc83673,False
offer_family_home_01_1735801500,2025-01-02T07:05:00Z,family_home_01,0.10048,5.2149,8ed33efa0e32ab9a55b6d27b7736c5b2bd9e2569bb0b246f744ff00c33dec78f,2025-01-02T07:20:00Z,synthetic_01e8916fa8d2,False
offer_ev_owner_01_1735801500,2025-01-02T07:05:00Z,ev_owner_01,0.190982,5.9143,d28c6f955926976d8273daef8c6e41782a5643ef7e90ba0039719184e52016b8,2025-01-02T07:20:00Z,synthetic_1e7bdf8ec8d9,False
offer_ev_owner_01_1735801800,2025-01-02T07:10:00Z,ev_owner_01,0.197924,5.0532,401386da2ed8a7335a6676ceedbf63d857ee885994b0d7929b4cd81c9be27af4,2025-01-02T07:25:00Z,synthetic_8785a50d3f98,False
offer_ev_owner_01_1735802100,2025-01-02T07:15:00Z,ev_owner_01,0.189202,5.8551,57d3d6b1ca7c3bdee4ef39f73b506d4d43af174893bc488c9643a3bb67f75348,2025-01-02T07:30:00Z,synthetic_8ad44e73b732,False
offer_ev_owner_01_1735802400,2025-01-02T07:20:00Z,ev_owner_01,0.191045,5.8323,856ce35efa5329dc2b38b1590528bb71deeae18cb3383b25db7ad6c631798e60,2025-01-02T07:35:00Z,synthetic_75ec54cad53c,False
offer_ev_owner_01_1735802700,2025-01-02T07:25:00Z,ev_owner_01,0.186589,5.9683,faa6b77513a0348eb899781e870a9329b7da977dcf491dbbd1fa6dd9e13b9581,2025-01-02T07:40:00Z,synthetic_a72c420521f4,False
offer_ev_owner_01_1735803000,2025-01-02T07:30:00Z,ev_owner_01,0.191017,5.9248,ec6f362511d33e981316ea2c59618cd9bb64ecb3df3410bdeb432fc5c66c17b0,2025-01-02T07:45:00Z,synthetic_68be1e1a5e41,False
offer_ev_owner_01_1735803300,2025-01-02T07:35:00Z,ev_owner_01,0.187277,5.5988,074b89d982829a5781f723505c025233d3cbb10155c0f0a4d65fe3d0d339b1d7,2025-01-02T07:50:00Z,synthetic_4043e496eda2,False
offer_ev_owner_01_1735803600,2025-01-02T07:40:00Z,ev_owner_01,0.180614,5.3462,933b5e9e7ffb5dc076ad03f03e3b2c02f88dcecbf5a9ccb5c5618a8cf1760ae9,2025-01-02T07:55:00Z,synthetic_3244018985fa,False
offer_ev_owner_01_1735803900,2025-01-02T07:45:00Z,ev_owner_01,0.18251,5.0096,d60e9146962a67da759d2172d8d8246f9023fb4def9e130746c88882e3d770cc,2025-01-02T08:00:00Z,synthetic_80c6dfa6959e,False
offer_ev_owner_01_1735804200,2025-01-02T07:50:00Z,ev_owner_01,0.171197,5.0977,465b478cadf3f34d9807e560c89bc141b3407d968fb0a125dbfcd1a7f8858aab,2025-01-02T08:05:00Z,synthetic_013f86c43406,False
offer_ev_owner_01_1735804500,2025-01-02T07:55:00Z,ev_owner_01,0.169239,5.8157,16dc33f47f4d7584e9655c5ce210d414cf7ac13d685b1f9a4a9d85cb6fbd6e58,2025-01-02T08:10:00Z,synthetic_2bccf06f8a2b,False
offer_ev_owner_01_1735804800,2025-01-02T08:00:00Z,ev_owner_01,0.175349,4.8734,afbca1ea917f3cd92c3f847b8d1c06d1f60317c056f8375dc57d74ba4fc351a9,2025-01-02T08:15:00Z,synthetic_f3530078f444,False
offer_ev_owner_01_1735805100,2025-01-02T08:05:00Z,ev_owner_01,0.164634,5.7957,9c6a44a40e64af2f33e26e6a7c53402a4db544f10528f5652af7073391894f51,2025-01-02T08:20:00Z,synthetic_aa5e3b99346c,False
offer_ev_owner_01_1735805400,2025-01-02T08:10:00Z,ev_owner_01,0.162847,5.3838,90565ef62d34955af024484251ea5ef463002ca7dbec1f2d9998996e9440d4c8,2025-01-02T08:25:00Z,synthetic_fe614d4500d9,False
offer_ev_owner_01_1735805700,2025-01-02T08:15:00Z,ev_owner_01,0.171834,5.7738,dfe5b0027580cbbfa64dc235b0608c151575fc063bc52a5889644164a4492260,2025-01-02T08:30:00Z,synthetic_b7db03b77919,False
offer_ev_owner_01_1735806000,2025-01-02T08:20:00Z,ev_owner_01,0.152915,5.0426,3d73a009e332e4ab23dc187523b41bde3b07fefce17f10e4b074530db1b94e9a,2025-01-02T08:35:00Z,synthetic_113066193871,False
offer_ev_owner_01_1735806300,2025-01-02T08:25:00Z,ev_owner_01,0.153251,5.5728,f5e7cce814945f204edf01d2096176cf8850f4629ce9db27349dd2654d5ebe47,2025-01-02T08:40:00Z,synthetic_9b73ee840eee,False
offer_ev_owner_01_1735806600,2025-01-02T08:30:00Z,ev_owner_01,0.154723,4.5061,4b4a713ee691d27e6b542175bfd02429091ca0f7e9829a7fdc1625094a849e0a,2025-01-02T08:45:00Z,synthetic_7786217ffe26,False
offer_ev_owner_01_1735806900,2025-01-02T08:35:00Z,ev_owner_01,0.143769,4.4312,af9376a5635e5d8a5f18be07b19e86805dd775ad4a6c004fdf6395015804ff72,2025-01-02T08:50:00Z,synthetic_88b100d1b728,False
offer_ev_owner_01_1735807200,2025-01-02T08:40:00Z,ev_owner_01,0.149474,5.1487,d0f19ca7eb9a3e1b41488e734c629c12c323a9da8f38851e3d25b8077c1225d1,2025-01-02T08:55:00Z,synthetic_66301500d229,False
offer_ev_owner_01_1735807500,2025-01-02T08:45:00Z,ev_owner_01,0.13769,5.2313,8747600d6ed65338af591e483b3f54c369a25069057d127cf6e1af93e357aa4f,2025-01-02T09:00:00Z,synthetic_4cd66f6f2ecd,False
offer_ev_owner_01_1735807800,2025-01-02T08:50:00Z,ev_owner_01,0.140753,4.837,0144cc4bbb0dd800a61f31fea1030b8960ed660fbe560e571f6984ce72456f13,2025-01-02T09:05:00Z,synthetic_c3036a692bd6,False
offer_ev_owner_01_1735808100,2025-01-02T08:55:00Z,ev_owner_01,0.130591,5.0377,b7bd465fea31367c86b62c28feb81ff49826db65f4a659fa6b5c3dfee84c2475,2025-01-02T09:10:00Z,synthetic_73477d773c78,False
